epoch,cos_dist,top1_acc,top5_acc
0,0.5588158666466673,0.13333333333333333,0.35
1,0.2339409415920576,0.19166666666666668,0.5
2,0.13215195536613464,0.2,0.6083333333333333
3,0.11095603654781976,0.26666666666666666,0.7083333333333334
4,0.1070546234647433,0.25,0.7333333333333333
5,0.10659995923439662,0.2333333333333333,0.675
6,0.1070814420779546,0.275,0.6583333333333333
7,0.10682863493760426,0.25833333333333336,0.65
8,0.10595828592777252,0.275,0.6666666666666666
9,0.10638497819503147,0.275,0.6583333333333333
10,0.10671111891667047,0.275,0.675
