epoch,cos_dist,top1_acc,top5_acc
0,0.42920656750599545,0.325,0.6916666666666667
1,0.23323110193014146,0.525,0.8666666666666667
2,0.1486411303281784,0.65,0.9416666666666668
3,0.12912543664375942,0.6833333333333333,0.95
4,0.12636638383070628,0.6916666666666667,0.9416666666666668
5,0.12645319203535715,0.7,0.9416666666666668
6,0.1267576997478803,0.7166666666666667,0.9416666666666668
7,0.12694561779499053,0.7083333333333334,0.9416666666666668
8,0.1270394320289294,0.7083333333333334,0.9416666666666668
9,0.1270831197500229,0.7083333333333334,0.9416666666666668
10,0.12710289706786473,0.7083333333333334,0.9416666666666668
