epoch,cos_dist,top1_acc,top5_acc
0,0.3921900662283103,0.39166666666666666,0.825
1,0.218406921128432,0.5166666666666667,0.925
2,0.151367849111557,0.6583333333333333,0.9666666666666668
3,0.13879742721716562,0.725,0.95
4,0.13747859199841814,0.7333333333333333,0.9416666666666668
5,0.1386733442544937,0.7166666666666667,0.9416666666666668
6,0.13938479125499725,0.725,0.9416666666666668
7,0.13905576666196187,0.7,0.9416666666666668
8,0.1383160854379336,0.7166666666666667,0.9416666666666668
9,0.13863132148981094,0.725,0.9416666666666668
10,0.1384843056400617,0.725,0.9416666666666668
